region,cape_j_kg,lifted_index,precipitable_water_mm,wind_shear_0_6km_kts,rh_850hpa_pct,temp_anomaly_c,radar_reflectivity_dbz,rain_rate_mm_hr,rainfall_3h_accum_mm,cloud_top_temp_c,pressure_trend_3h_hpa,wind_gust_kmh,surface_temp_c,layer1_synoptic_instability,layer2_mesoscale_trigger,composite_risk_score,hazard_type
East (Kolkata / Bhubaneswar / Patna),3712.1,-2.81,16.7,36.0,77.3,-3.94,57.2,27.5,35.4,-52.7,2.16,30.5,26.0,70.1,50.1,56.1,MODERATE_RAIN_SHOWERS
Central (Nagpur / Bhopal / Raipur),2473.5,-0.0,45.8,26.1,85.9,2.2,63.8,65.8,150.7,-38.7,-0.04,18.7,32.2,60.3,67.1,65.1,CLOUDBURST_FLASHFLOOD
South (Chennai / Bengaluru / Hyderabad / Kochi),370.6,4.34,42.0,21.1,91.9,0.7,27.2,25.3,31.9,-13.8,0.59,12.0,25.1,32.4,22.3,25.3,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),4259.2,-2.27,44.7,35.1,91.2,-3.03,54.2,89.0,166.9,-65.8,-1.98,19.4,26.5,79.2,70.6,73.2,CLOUDBURST_FLASHFLOOD
North (Delhi / Dehradun / Srinagar),3030.9,2.76,36.1,19.7,47.2,-1.43,40.8,0.6,1.5,-74.5,-4.03,10.5,36.2,55.6,41.8,46.0,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),1528.2,2.86,32.8,24.2,77.5,0.22,36.0,7.4,17.8,-8.4,4.38,10.7,19.8,38.5,28.4,31.4,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2221.4,3.21,39.0,13.0,78.4,1.19,55.2,38.2,48.5,-47.1,-0.12,10.0,35.4,48.0,47.6,47.7,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),763.7,4.34,43.9,11.1,46.3,2.76,30.9,0.6,1.1,-39.8,1.75,27.0,37.1,30.5,30.7,30.7,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1296.0,2.01,51.4,23.6,90.0,-1.48,0.7,1.9,3.2,-5.9,0.68,12.7,27.0,46.2,2.3,15.4,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),729.6,3.56,30.7,21.5,63.9,-0.49,5.8,0.8,1.1,-37.2,0.89,28.7,20.0,27.5,14.0,18.1,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1960.8,1.2,53.1,48.4,72.6,2.44,20.1,1.3,1.8,9.3,1.98,46.3,28.9,56.4,14.0,26.7,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),4800.0,-3.75,51.2,44.2,64.5,2.8,36.3,5.0,9.9,-88.0,-3.31,54.2,36.7,87.8,49.8,61.2,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),1008.1,4.47,49.3,10.3,49.7,-0.21,43.3,3.3,5.4,-1.9,-3.18,10.0,20.7,30.5,29.1,29.5,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1203.4,2.8,67.6,31.8,89.1,-0.67,20.7,2.0,2.6,10.8,-4.04,12.2,22.3,48.3,19.8,28.3,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1326.3,4.3,17.4,35.1,88.8,1.6,28.1,4.2,9.9,-17.2,-1.07,20.9,36.3,42.9,20.3,27.1,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1047.6,5.16,69.3,19.3,59.6,-4.06,26.3,0.0,0.0,-26.6,1.19,10.0,15.3,33.4,18.2,22.7,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1890.2,1.9,32.8,29.3,67.8,0.47,8.5,8.4,18.5,-19.4,-1.91,30.5,32.8,50.2,15.2,25.7,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2592.0,1.92,45.4,65.0,71.3,0.44,42.5,2.0,4.4,-76.9,0.03,51.4,34.6,63.9,41.9,48.5,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),887.5,1.89,42.6,19.6,83.8,-0.53,24.4,2.7,3.5,0.2,1.54,29.7,39.9,39.6,13.3,21.2,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1315.2,0.54,23.3,5.1,69.8,1.54,41.2,0.5,0.6,-0.9,-6.97,11.2,33.8,32.6,36.3,35.2,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2050.1,2.9,49.4,47.4,77.5,2.9,17.9,5.7,13.5,-41.2,0.17,31.0,26.8,51.7,22.2,31.1,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),680.9,4.13,54.1,26.5,75.8,-1.65,30.8,21.2,54.3,-16.3,4.5,16.9,20.3,38.7,30.8,33.2,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),517.8,7.61,47.9,28.4,93.4,-1.1,30.4,5.8,11.5,-13.1,-1.34,20.3,24.3,31.8,21.2,24.4,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),875.2,4.14,21.3,49.5,69.7,1.97,14.7,0.6,1.2,-4.7,-1.16,32.7,25.7,35.0,12.9,19.5,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),2116.1,0.57,24.6,10.1,82.7,-2.7,0.0,10.6,14.5,-76.4,-2.63,34.7,23.9,45.4,25.8,31.6,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),654.8,6.71,32.2,42.4,88.6,-0.67,24.4,3.5,7.0,5.3,0.39,30.1,30.0,25.1,17.2,19.6,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),919.2,4.95,59.8,19.1,77.4,5.27,37.7,8.0,9.9,-27.7,2.32,34.4,37.4,33.2,28.4,29.8,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1323.4,5.21,43.3,5.0,76.9,0.92,27.4,2.2,5.1,-9.9,-1.09,23.4,36.4,30.5,21.8,24.4,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1473.7,2.35,14.0,7.2,41.4,-0.12,34.1,1.3,2.5,-2.0,-3.1,16.9,25.7,29.4,24.0,25.6,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1204.9,4.03,70.9,42.9,56.6,-3.29,17.0,0.1,0.2,-24.9,1.77,53.2,33.1,48.7,15.0,25.1,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1343.5,2.26,63.0,22.3,67.0,-4.79,32.5,11.9,22.2,-31.1,-1.84,16.3,21.1,44.0,32.2,35.7,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),412.4,3.08,26.8,37.5,90.3,2.84,4.2,0.7,1.5,-15.6,-0.3,34.1,37.6,33.3,8.5,16.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),849.6,5.19,36.3,44.3,79.3,-2.06,30.4,6.1,12.0,-3.6,3.14,65.1,23.6,36.2,24.6,28.1,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2217.2,1.02,38.0,33.2,66.2,0.6,55.0,62.5,121.6,-52.1,-0.04,10.0,35.3,53.4,66.4,62.5,CLOUDBURST_FLASHFLOOD
South (Chennai / Bengaluru / Hyderabad / Kochi),800.8,3.2,49.3,13.0,59.0,3.3,30.6,3.4,5.8,-11.4,1.77,27.7,36.7,32.7,20.1,23.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1500.5,1.33,44.8,20.4,64.5,-0.6,17.8,7.0,11.2,-33.6,1.42,39.8,24.1,41.7,20.5,26.8,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1405.7,3.41,32.5,21.4,79.1,-0.51,33.3,1.7,3.9,-35.0,-1.7,10.0,26.4,39.6,28.6,31.9,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2076.8,1.92,60.4,15.8,86.2,2.03,23.6,2.3,5.0,-71.9,-5.16,28.5,29.1,49.0,34.8,39.0,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),2268.9,0.88,66.4,16.3,77.2,3.48,44.6,0.6,1.5,-60.9,3.0,13.6,33.6,53.0,38.3,42.7,MODERATE_RAIN_SHOWERS
Central (Nagpur / Bhopal / Raipur),2665.5,-0.14,41.3,33.0,79.7,2.36,50.5,27.8,63.9,-45.3,-1.78,38.3,43.0,60.2,54.9,56.5,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),3169.2,0.58,34.0,10.5,78.3,3.73,46.7,49.8,64.9,-71.7,1.76,15.8,36.1,52.9,51.0,51.6,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),661.3,1.7,64.3,13.7,72.5,-4.58,37.0,8.5,21.5,-15.9,0.58,21.4,34.3,35.0,28.4,30.4,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),226.8,6.3,12.0,30.6,23.9,1.43,28.9,4.0,9.0,-11.0,0.9,24.2,19.8,16.5,22.4,20.6,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1011.1,4.54,29.5,37.5,67.4,3.33,43.1,2.5,4.2,7.6,-2.21,141.4,25.4,36.3,37.4,37.0,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),623.7,3.28,55.7,39.9,74.8,1.49,23.6,0.9,1.9,-0.5,-2.79,60.4,40.2,36.6,19.6,24.7,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),731.5,2.22,61.5,43.7,63.1,0.18,21.7,2.4,5.5,-29.4,-2.86,53.8,33.8,42.4,23.4,29.1,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1841.5,3.02,37.5,16.6,74.9,-2.2,14.1,6.6,9.1,-12.7,0.68,37.3,25.9,40.9,16.0,23.5,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),2569.1,-0.55,73.9,10.6,64.7,-1.11,34.9,1.5,3.8,-80.5,-2.43,17.2,33.5,58.6,38.6,44.6,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),1526.7,4.83,12.0,16.6,82.2,3.8,21.4,6.5,13.6,6.0,3.08,26.1,35.9,30.9,18.1,21.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),825.5,6.89,57.3,9.8,20.0,0.42,16.4,0.0,0.0,18.0,4.41,30.8,30.1,25.0,14.8,17.8,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1577.1,3.36,43.2,27.4,70.9,-0.89,31.0,1.7,3.4,-31.0,-1.14,32.2,30.1,39.1,25.9,29.9,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2122.3,1.63,35.2,32.6,66.2,-2.91,10.2,18.5,27.2,-58.7,-1.61,28.9,26.0,50.4,29.5,35.8,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),414.9,4.91,54.3,31.5,80.7,1.52,14.5,9.7,15.0,1.9,3.37,12.5,22.9,30.7,10.4,16.5,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1062.2,1.83,36.5,17.3,74.4,-1.27,0.5,4.2,5.4,-4.7,-2.95,23.0,32.7,34.2,5.7,14.3,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1125.8,3.41,26.8,31.9,81.5,0.43,16.4,2.7,4.8,-12.0,0.6,24.4,41.5,37.6,11.7,19.5,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1182.1,3.09,43.6,27.1,27.1,4.3,37.4,4.9,7.7,-18.9,4.5,34.2,27.5,31.1,29.9,30.2,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),692.9,3.85,41.2,37.9,55.8,2.25,18.3,15.8,37.5,-13.6,0.35,55.5,38.3,36.6,31.1,32.7,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1601.7,3.27,31.1,36.9,72.0,3.38,14.8,0.1,0.3,-8.9,-0.06,45.5,33.4,44.5,12.8,22.3,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1700.6,2.76,34.0,30.4,78.0,0.82,15.8,1.3,1.6,-8.9,-0.15,39.6,26.6,45.0,15.5,24.3,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),650.8,5.64,36.2,58.2,57.2,2.07,27.9,21.4,48.7,5.4,1.31,37.5,34.2,35.6,32.2,33.2,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),2956.2,-0.44,19.2,26.5,75.2,3.43,46.2,69.8,87.5,-76.6,-3.43,69.6,26.5,53.3,69.3,64.5,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),531.3,5.66,18.3,12.3,51.0,-1.32,33.6,5.3,9.6,-5.8,1.56,14.5,32.0,14.3,24.7,21.6,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),803.8,4.4,55.1,42.0,98.4,0.42,9.4,5.6,7.5,8.1,-2.95,91.7,28.0,44.2,19.1,26.7,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),490.8,5.73,22.1,12.2,66.9,-1.02,39.3,2.0,4.0,-4.3,-2.6,19.9,44.1,15.8,26.9,23.6,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),431.8,5.04,41.8,23.8,92.0,-0.84,35.2,11.3,28.7,5.5,-2.18,32.6,27.4,30.9,34.0,33.1,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1427.9,5.28,15.8,22.9,43.2,0.17,29.2,0.7,1.1,-15.5,-0.83,21.9,23.7,30.7,23.1,25.4,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),802.1,1.47,63.1,21.9,73.4,-1.6,11.5,6.7,15.8,-15.4,-2.61,19.2,27.6,39.8,19.6,25.7,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2277.6,2.2,38.2,7.8,77.7,-0.31,50.3,25.3,58.2,-48.0,-0.78,28.6,25.0,50.6,52.0,51.5,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),699.5,5.63,57.6,20.1,62.4,2.01,15.6,1.4,3.1,-7.9,-0.06,16.3,14.6,31.7,13.5,19.0,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),809.8,2.86,71.6,50.7,69.3,0.29,18.1,2.6,4.1,-34.4,2.25,52.7,26.3,45.7,23.0,29.8,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2091.3,4.01,24.0,19.8,32.0,-1.21,26.1,3.0,6.3,-57.4,-2.08,76.6,27.6,34.7,35.0,34.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),575.9,4.88,32.5,5.0,71.8,2.23,0.0,1.8,2.4,9.1,1.08,57.8,30.4,20.8,3.9,9.0,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),944.0,3.96,54.2,22.2,64.3,-1.52,9.9,1.5,2.7,6.0,-1.7,24.2,29.9,32.2,9.6,16.4,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2925.6,0.59,33.1,31.5,61.5,-1.93,43.2,2.3,5.8,-45.5,-0.86,32.1,33.6,57.4,35.4,42.0,MODERATE_RAIN_SHOWERS
Central (Nagpur / Bhopal / Raipur),123.3,6.82,46.1,23.7,73.6,3.14,34.8,7.2,13.9,-6.5,0.32,15.1,38.1,23.7,26.9,26.0,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),58.6,6.04,43.4,17.2,55.6,2.36,20.6,5.0,6.2,0.8,1.54,53.6,29.2,18.3,12.2,14.0,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),415.7,5.29,12.0,11.5,59.8,-0.25,26.1,0.3,0.7,1.7,0.21,19.9,32.9,13.7,18.6,17.1,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),3243.1,0.52,55.2,16.5,51.0,4.67,40.1,5.8,14.1,-80.4,-0.53,28.6,30.4,57.4,38.8,44.4,MODERATE_RAIN_SHOWERS
Central (Nagpur / Bhopal / Raipur),1721.2,3.72,40.1,30.2,53.2,-0.74,15.2,10.5,15.5,-4.9,-1.64,16.4,24.8,38.0,18.3,24.2,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1596.7,3.21,25.3,34.6,83.7,2.0,12.9,12.7,18.1,-29.0,-2.6,10.0,31.0,42.9,22.9,28.9,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),416.4,3.31,63.7,13.7,64.7,-2.98,11.8,2.1,2.6,-4.9,3.86,12.2,27.3,30.3,10.9,16.7,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1391.0,2.0,32.2,37.4,80.7,-1.73,20.9,10.0,22.6,-22.1,0.04,46.0,27.2,43.8,22.9,29.2,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),660.4,5.98,31.4,24.7,59.8,2.76,16.8,0.7,1.8,-14.1,2.2,16.0,34.8,25.2,14.4,17.7,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),2316.1,1.03,16.8,26.5,71.5,3.63,49.9,79.6,150.0,-63.5,0.01,20.0,36.0,45.4,64.0,58.4,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),2384.5,0.51,50.3,28.1,84.0,0.17,37.8,2.8,4.5,-74.3,-3.63,12.1,22.0,55.2,42.1,46.0,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),866.0,4.8,42.6,15.9,32.0,5.52,31.4,0.8,2.0,-24.0,3.03,16.7,31.4,24.9,23.3,23.8,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1806.2,2.77,17.7,47.8,53.5,3.38,14.6,4.7,6.9,18.0,-2.65,59.0,32.5,44.1,20.9,27.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1650.2,2.44,45.4,52.6,79.0,-1.03,23.5,2.1,3.8,-30.0,0.35,26.1,29.0,49.9,19.2,28.4,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1195.6,4.5,53.6,10.6,27.2,-0.33,20.6,0.5,1.4,12.8,-7.44,25.1,29.3,27.4,24.0,25.0,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),678.8,3.12,48.5,8.2,63.0,-2.55,26.1,3.0,7.7,-13.0,1.44,37.3,35.9,29.7,20.4,23.2,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),947.8,2.03,60.5,25.6,61.2,-0.47,28.2,1.4,2.1,-11.3,0.01,19.0,15.1,45.4,15.5,24.5,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),2259.4,3.28,33.5,12.6,84.0,1.03,56.5,37.1,94.0,-54.0,-1.67,71.6,30.0,45.2,68.4,61.5,CLOUDBURST_FLASHFLOOD
South (Chennai / Bengaluru / Hyderabad / Kochi),2952.7,-1.25,66.7,30.8,55.9,0.59,41.6,7.0,13.1,-45.1,1.71,10.0,37.7,71.1,35.9,46.5,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),1010.6,2.21,42.1,25.9,70.9,0.57,36.4,6.8,14.2,7.4,-0.54,31.4,29.5,39.5,23.7,28.5,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),3140.9,-0.67,53.2,16.5,79.8,2.69,44.2,4.1,9.3,-65.4,-1.07,33.4,43.0,64.3,43.6,49.8,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),1722.3,2.52,59.9,8.0,82.9,0.87,31.9,0.4,0.7,-52.5,0.73,29.6,33.8,44.6,28.7,33.5,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1223.6,2.98,79.1,23.5,73.6,2.01,27.2,2.4,5.6,-8.8,-1.87,30.2,30.6,46.0,24.8,31.1,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1128.2,3.47,26.9,5.7,81.6,1.48,32.2,4.2,10.4,-13.6,-1.89,21.0,35.5,23.2,24.4,24.0,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),711.5,2.87,31.6,34.3,37.4,1.13,20.6,0.9,2.0,-19.4,-0.05,19.6,37.5,35.2,17.7,22.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1889.2,3.08,44.7,11.0,43.0,2.53,35.4,2.1,2.8,-14.8,-1.26,33.2,29.6,39.1,27.1,30.7,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),3474.5,-2.78,36.8,23.3,41.2,2.26,52.8,32.6,41.5,-58.7,1.4,10.0,33.9,63.2,49.9,53.9,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),1189.7,3.65,30.8,10.8,87.4,-1.98,29.5,7.2,11.7,0.4,1.6,24.7,19.1,30.1,23.0,25.1,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),615.0,5.05,20.7,20.3,92.7,4.5,29.5,1.9,4.4,-37.2,3.18,19.5,23.5,25.9,23.2,24.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2090.6,2.6,43.8,7.9,67.6,0.77,25.7,1.7,4.1,-77.8,-0.04,10.0,32.6,43.0,30.8,34.4,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),974.6,4.32,53.1,53.3,82.9,-1.59,35.3,5.2,9.2,-21.3,-0.25,73.9,27.9,45.0,29.6,34.2,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),703.9,3.29,46.9,23.5,83.0,0.36,36.2,1.7,2.3,12.5,-3.23,10.0,39.7,34.6,23.9,27.1,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),399.2,4.71,19.2,8.5,48.7,1.07,31.5,0.4,0.9,5.7,-0.51,22.8,25.7,16.9,19.2,18.5,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1849.9,1.46,19.5,12.7,82.4,1.79,43.5,6.2,14.7,-29.2,-4.98,57.4,27.2,42.1,43.3,43.0,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),2663.4,-1.21,42.9,13.2,64.6,2.61,40.9,1.8,2.5,-78.6,0.53,18.0,24.7,57.6,38.7,44.4,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),503.8,5.52,38.7,31.0,72.9,2.19,21.1,17.3,31.0,-10.8,-2.83,48.1,33.5,30.9,27.9,28.8,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1049.7,2.99,37.6,26.8,86.4,4.54,27.1,2.8,5.9,-15.8,-4.96,10.0,38.4,34.3,29.8,31.1,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1117.1,3.94,38.1,13.6,70.9,0.73,22.1,0.3,0.6,-42.6,-1.04,63.2,34.5,30.3,28.0,28.7,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),742.1,4.38,35.0,15.3,86.1,0.15,20.0,5.8,14.6,-17.7,-0.5,39.6,36.1,23.2,18.1,19.7,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),3088.0,-1.54,44.1,18.3,84.6,-2.73,55.8,21.7,32.1,-81.3,-3.06,33.8,15.5,70.5,60.4,63.4,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),383.5,3.79,57.4,12.9,65.5,2.63,32.6,0.5,1.3,-36.6,1.21,10.0,41.5,25.8,27.2,26.8,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1733.8,2.13,28.9,12.7,73.6,1.84,22.8,3.3,7.8,-28.2,-5.95,14.7,21.3,38.3,30.2,32.6,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1953.6,0.52,48.3,22.9,79.5,-0.74,23.4,1.1,2.2,-38.0,4.43,26.0,12.4,47.9,22.7,30.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),737.9,5.71,43.2,33.3,87.8,1.03,12.8,11.2,22.7,-16.7,0.46,22.9,34.0,33.1,17.6,22.2,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),606.6,6.4,17.0,17.5,75.9,0.48,19.7,4.8,10.5,-34.5,-2.83,24.8,36.8,22.7,24.1,23.7,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),834.4,5.27,32.8,15.3,52.5,0.89,26.6,2.1,5.3,-19.2,-2.35,21.2,29.1,24.8,22.9,23.5,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),271.1,5.88,42.1,23.3,76.2,-0.1,10.7,5.9,11.6,-10.3,-0.64,20.6,24.8,24.7,11.0,15.1,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),3533.9,-0.99,72.3,5.3,65.6,0.75,43.1,2.5,3.8,-74.2,-1.19,68.1,29.6,65.6,40.3,47.9,MODERATE_RAIN_SHOWERS
Central (Nagpur / Bhopal / Raipur),885.8,2.97,31.8,27.4,62.2,-2.84,19.2,10.1,18.2,-19.8,-1.66,28.8,16.0,31.0,21.4,24.3,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),975.8,5.04,33.5,45.6,68.1,-0.39,22.9,5.0,8.3,13.9,0.75,19.0,30.9,33.9,13.1,19.3,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),3915.1,-0.19,47.8,21.7,24.6,1.18,58.8,33.0,83.5,-68.4,2.36,35.5,24.4,63.9,63.4,63.5,CLOUDBURST_FLASHFLOOD
West (Mumbai / Ahmedabad / Jaipur),316.0,4.96,40.4,15.9,50.4,-1.05,9.2,1.7,2.2,6.0,-2.72,28.7,31.9,18.8,9.9,12.6,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1182.6,3.59,24.3,16.8,91.1,1.36,33.3,7.1,13.1,-1.4,-2.04,26.7,30.1,31.8,26.0,27.7,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),2126.6,0.78,17.7,11.9,63.7,5.04,0.0,1.3,3.4,-80.4,-1.12,10.0,41.5,41.1,19.9,26.2,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),3538.6,-1.47,15.9,20.6,45.3,-2.04,51.1,31.8,60.6,-59.0,1.34,10.0,30.6,60.1,50.8,53.6,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),352.1,3.79,53.9,40.3,59.9,-3.53,35.4,1.1,2.0,-13.0,-0.12,70.6,27.2,31.3,30.0,30.4,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),3848.8,-2.04,27.6,22.8,55.7,3.15,37.6,7.3,15.5,-58.9,0.2,47.6,26.1,67.2,37.2,46.2,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),1046.3,4.43,75.2,21.7,72.5,5.1,8.8,9.2,14.0,-16.7,0.32,21.0,36.4,34.6,8.4,16.3,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1052.4,4.29,34.6,24.8,47.7,1.32,32.7,0.9,2.1,-44.3,-1.25,10.0,27.4,30.7,29.2,29.7,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),512.3,5.28,52.8,20.8,71.0,0.51,6.3,8.0,15.0,-25.9,3.58,18.6,20.5,31.3,10.4,16.7,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1363.6,0.34,25.7,16.2,92.2,-0.92,20.3,13.4,23.8,-67.2,1.41,12.1,27.3,38.5,30.5,32.9,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),3859.2,-1.66,44.7,49.2,52.7,1.69,45.6,48.9,87.7,-69.1,-3.95,57.0,23.5,75.1,67.1,69.5,THUNDERSTORM_LIGHTNING
East (Kolkata / Bhubaneswar / Patna),1345.6,4.04,61.8,32.9,28.2,0.47,22.8,1.1,2.4,-23.5,3.68,17.6,33.4,43.2,19.2,26.4,NORMAL_STABLE
