state,slope_angle,elevation_m,soil_type,fault_dist_km,ndvi,road_cut_idx,rainfall_24h_mm,rainfall_72h_mm,soil_sat_pct,pwp_kpa,tilt_rate_deg_day,pga_seismic_g,layer1_susceptibility,layer2_dynamic_trigger,composite_risk_score,landslide_event
Arunachal Pradesh,33.36,2299.2,2,2.89,0.706,14.6,30.9,45.6,27.4,46.5,0.007,0.028,63.3,10.9,29.2,0
Sikkim,36.44,2368.7,2,1.1,0.692,8.1,48.3,117.6,62.5,81.1,0.026,0.021,71.6,38.7,50.2,1
Assam,32.58,774.2,2,8.45,0.508,87.2,70.0,145.3,51.8,88.8,0.007,0.006,63.4,44.4,51.0,0
Sikkim,40.57,2163.9,3,1.88,0.728,54.6,16.4,25.1,47.2,76.8,0.029,0.002,59.2,23.4,35.9,0
Manipur,12.93,426.5,2,1.98,0.57,32.8,24.9,43.2,12.7,18.1,0.006,0.087,56.2,11.0,26.8,0
Manipur,13.42,999.7,2,11.15,0.634,0.1,36.6,85.9,49.7,83.7,0.082,0.023,36.7,32.0,33.7,0
Sikkim,31.17,2552.3,3,16.71,0.71,47.2,145.8,307.1,99.0,157.8,1.29,0.0,44.2,86.8,71.9,1
Arunachal Pradesh,52.06,2819.2,2,10.28,0.808,51.3,9.9,24.9,34.4,43.0,0.156,0.003,69.4,14.5,33.7,0
Nagaland,40.47,1451.0,3,28.53,0.649,33.7,165.6,323.1,99.0,176.9,0.214,0.02,60.0,87.7,78.0,1
Sikkim,35.4,2298.2,1,9.14,0.774,48.4,107.8,168.3,78.3,106.7,0.01,0.003,34.1,58.2,49.8,0
Nagaland,35.65,1388.6,3,5.48,0.618,10.1,28.2,50.1,42.2,64.6,0.114,0.009,48.8,26.6,34.4,0
Meghalaya,34.83,1734.9,2,1.57,0.844,92.2,184.5,286.7,99.0,170.4,0.654,0.022,81.2,91.5,87.9,1
Meghalaya,32.33,863.0,3,13.76,0.568,25.8,34.9,72.4,26.1,35.9,0.029,0.0,50.5,19.2,30.2,0
Nagaland,27.1,840.9,3,9.42,0.632,94.8,67.0,138.2,70.2,93.9,0.057,0.0,48.6,49.1,48.9,1
Sikkim,24.89,3504.9,2,1.24,0.729,49.3,44.3,66.6,34.1,52.4,0.014,0.009,62.9,24.8,38.1,0
Meghalaya,38.2,2054.5,2,3.02,0.627,85.7,15.5,25.9,23.0,32.4,0.065,0.082,72.3,16.6,36.1,0
Sikkim,41.63,2889.2,3,0.33,0.793,57.7,5.8,15.9,36.3,58.6,0.034,0.004,67.8,12.4,31.8,0
Sikkim,32.17,1802.7,1,13.79,0.626,84.4,45.9,127.6,50.3,70.1,0.053,0.012,34.9,38.9,37.5,0
Meghalaya,40.13,1521.9,3,3.83,0.767,1.0,10.7,20.1,35.5,63.7,0.018,0.023,54.3,15.2,28.9,0
Nagaland,43.26,2097.1,1,1.27,0.745,18.6,17.3,27.7,9.9,13.6,0.038,0.01,47.9,9.7,23.1,0
Sikkim,40.29,2874.9,3,1.56,0.469,35.4,71.4,118.7,50.7,80.2,0.005,0.018,65.5,41.6,50.0,0
Meghalaya,32.08,962.2,2,17.75,0.584,29.6,11.2,16.9,22.6,30.9,0.01,0.001,57.1,8.5,25.5,0
Mizoram,22.66,1636.0,2,4.3,0.544,94.7,34.7,52.8,42.5,62.8,0.0,0.014,65.4,24.4,38.8,0
Sikkim,36.95,3371.5,1,2.46,0.458,39.5,4.5,7.5,24.6,33.9,0.018,0.007,53.1,6.3,22.7,0
Sikkim,30.15,2765.3,2,3.12,0.743,97.2,24.2,49.9,41.9,60.7,0.001,0.052,71.8,26.2,42.2,0
Assam,19.57,173.3,2,0.47,0.81,65.1,176.7,423.7,99.0,156.3,0.666,0.015,58.5,91.5,79.9,1
Nagaland,39.29,2147.3,2,0.35,0.678,83.6,213.9,346.9,99.0,160.7,0.018,0.008,83.0,92.9,89.5,1
Meghalaya,36.57,1008.3,1,4.04,0.612,39.4,131.8,261.5,99.0,132.8,0.017,0.006,43.7,73.7,63.2,1
Mizoram,49.39,2091.5,3,3.23,0.642,19.0,103.7,157.7,81.5,141.9,0.453,0.002,69.9,60.4,63.7,1
Arunachal Pradesh,48.14,3193.6,1,2.0,0.801,5.0,154.9,351.6,99.0,137.9,1.264,0.018,52.6,86.8,74.8,1
Mizoram,30.58,1716.7,3,3.76,0.758,65.6,19.7,39.5,19.1,23.7,0.011,0.004,54.6,10.2,25.8,0
Meghalaya,24.11,1780.4,2,0.34,0.601,97.2,10.4,26.2,16.3,28.8,0.025,0.047,64.7,11.9,30.4,0
Meghalaya,30.31,2132.2,2,12.97,0.63,11.8,4.6,12.2,31.1,42.3,0.004,0.057,53.8,13.4,27.6,0
Sikkim,40.33,1659.7,1,1.56,0.343,77.2,138.1,240.5,99.0,178.0,0.247,0.012,58.3,73.3,68.1,0
Arunachal Pradesh,48.55,1696.3,2,0.34,0.814,36.5,28.3,55.6,40.5,61.9,0.039,0.009,82.0,24.1,44.4,0
Arunachal Pradesh,45.19,1612.0,2,0.84,0.602,99.3,1.2,2.6,29.8,50.9,0.012,0.011,77.2,11.1,34.2,0
Assam,11.22,874.2,1,0.45,0.667,87.0,126.0,352.2,99.0,125.2,1.375,0.008,40.5,77.3,64.4,0
Sikkim,40.07,2703.5,1,0.89,0.801,23.1,37.1,99.5,35.2,53.9,0.004,0.051,54.9,24.1,34.9,0
Meghalaya,39.22,1247.8,1,2.43,0.552,76.6,8.6,23.7,35.3,42.7,0.075,0.058,56.6,17.1,30.9,0
Arunachal Pradesh,49.21,2156.6,1,6.03,0.758,73.4,24.2,49.7,30.0,42.8,0.002,0.01,55.7,17.9,31.2,0
Arunachal Pradesh,47.47,3082.9,1,1.43,0.666,76.3,21.2,59.5,54.7,67.0,0.044,0.042,63.0,27.9,40.2,0
Mizoram,27.86,1155.0,1,2.58,0.71,8.3,81.2,117.3,72.1,106.6,0.045,0.02,34.6,47.5,43.0,0
Meghalaya,28.17,1823.8,2,11.89,0.471,80.9,5.8,15.9,25.3,41.2,0.008,0.036,58.9,10.9,27.7,0
Meghalaya,44.53,2098.4,2,1.58,0.83,26.1,25.3,42.2,45.0,77.7,0.064,0.015,79.2,18.6,39.8,0
Sikkim,34.86,1907.6,2,7.13,0.723,59.0,55.9,154.9,68.6,109.7,0.039,0.002,61.4,37.2,45.7,0
Nagaland,43.14,1928.9,1,0.77,0.715,11.5,21.0,42.8,25.0,40.8,0.015,0.011,51.8,13.1,26.7,0
Arunachal Pradesh,31.25,3441.4,2,0.88,0.707,55.8,19.9,44.0,36.0,47.9,0.064,0.014,75.4,19.9,39.3,0
Arunachal Pradesh,37.38,2288.0,2,2.74,0.598,90.6,18.7,50.0,36.2,49.8,0.032,0.025,75.6,14.8,36.1,0
Meghalaya,19.34,1802.9,2,1.2,0.678,17.7,64.6,179.5,81.8,144.3,0.857,0.031,55.2,54.2,54.5,0
Sikkim,36.81,3891.9,3,10.5,0.665,85.5,5.7,9.4,20.3,26.3,0.0,0.002,50.4,5.2,21.0,0
Sikkim,31.9,2822.0,2,0.23,0.615,43.5,87.4,196.9,77.5,139.0,0.034,0.021,73.0,58.3,63.5,1
Mizoram,36.62,925.0,2,4.09,0.593,32.2,136.0,322.2,99.0,168.7,0.913,0.014,67.0,91.3,82.8,1
Mizoram,36.56,951.5,2,4.17,0.816,5.7,17.3,41.3,42.8,72.0,0.085,0.016,63.9,21.7,36.4,0
Nagaland,35.24,1943.0,2,0.31,0.493,52.9,112.4,190.4,63.9,107.6,0.156,0.004,73.1,58.2,63.4,0
Sikkim,32.26,3363.8,3,5.93,0.47,20.0,22.5,33.7,24.1,34.3,0.013,0.002,47.8,12.9,25.1,0
Arunachal Pradesh,48.18,1500.1,3,2.85,0.542,94.0,9.4,18.0,11.5,19.3,0.091,0.007,73.0,6.7,29.9,0
Sikkim,38.74,3174.9,2,5.78,0.601,23.8,41.6,105.5,62.3,87.9,0.006,0.007,65.3,36.2,46.4,0
Tripura,24.46,698.2,3,7.89,0.523,58.7,27.2,75.0,50.0,70.9,0.061,0.007,48.2,27.2,34.5,0
Mizoram,39.84,1653.6,2,1.75,0.596,55.9,37.7,76.3,52.7,88.4,0.058,0.112,74.6,31.8,46.8,0
Mizoram,33.35,2070.9,2,2.98,0.62,33.7,42.9,115.1,67.5,96.8,0.001,0.015,64.7,34.6,45.1,0
Arunachal Pradesh,27.72,3966.6,1,1.36,0.508,85.2,9.6,23.0,12.4,20.9,0.03,0.047,47.3,9.5,22.7,0
Meghalaya,34.12,1754.3,2,1.01,0.762,18.3,113.8,178.2,70.3,84.8,0.049,0.022,63.5,51.0,55.4,0
Arunachal Pradesh,36.91,2145.6,3,0.1,0.709,81.7,79.8,150.2,67.9,88.4,0.087,0.002,72.3,48.7,56.9,0
Meghalaya,26.67,1682.6,3,14.91,0.611,20.7,79.3,193.7,71.7,126.2,0.093,0.011,42.5,55.3,50.8,0
Assam,28.75,925.3,2,2.62,0.491,3.9,34.1,69.2,39.8,62.7,0.016,0.017,62.0,23.8,37.2,0
Assam,18.61,715.0,2,0.1,0.545,94.4,77.2,178.9,85.3,126.3,0.098,0.027,73.4,57.0,62.7,1
Meghalaya,36.13,2157.9,2,0.1,0.546,63.7,44.4,109.5,53.7,83.1,0.072,0.021,82.3,36.8,52.7,0
Meghalaya,22.14,2182.6,3,1.53,0.736,63.0,26.9,74.7,49.3,71.1,0.086,0.036,52.4,26.1,35.3,0
Assam,24.94,280.3,2,0.1,0.442,26.5,62.8,168.7,78.1,100.0,0.025,0.023,67.3,45.4,53.1,1
Mizoram,34.12,1144.5,2,2.11,0.573,13.9,41.2,77.6,53.0,91.9,0.028,0.0,63.2,33.1,43.6,0
Arunachal Pradesh,35.16,3091.9,2,0.29,0.642,70.6,82.0,206.9,93.0,153.6,1.195,0.002,76.7,66.4,70.0,1
Meghalaya,22.91,1645.3,3,0.18,0.515,51.9,261.5,502.4,99.0,160.3,0.467,0.023,54.8,89.7,77.5,1
Sikkim,41.84,3970.8,3,4.98,0.686,31.8,25.3,58.3,48.2,82.3,0.042,0.017,57.0,23.9,35.5,0
Meghalaya,30.44,1348.9,1,10.68,0.552,31.7,38.2,56.7,51.0,84.1,0.055,0.005,28.5,32.4,31.0,0
Meghalaya,44.3,1728.2,1,2.37,0.641,88.9,23.4,58.5,38.0,57.3,0.003,0.006,56.6,19.0,32.2,0
Mizoram,28.01,1335.2,3,8.16,0.684,89.0,4.8,13.3,21.0,26.9,0.046,0.009,52.5,10.0,24.9,0
Sikkim,22.81,2135.5,3,0.13,0.665,27.5,237.6,511.8,99.0,125.2,0.382,0.015,56.0,92.6,79.8,1
Arunachal Pradesh,29.43,2737.0,2,6.77,0.708,79.4,51.6,139.7,59.8,72.9,0.033,0.137,62.5,43.7,50.3,1
Meghalaya,39.79,1890.4,2,0.29,0.557,22.7,79.3,208.0,93.2,139.3,0.534,0.063,78.0,65.8,70.1,1
Nagaland,38.0,1324.6,3,8.2,0.36,80.8,181.5,257.1,90.0,116.6,0.715,0.013,63.6,80.7,74.7,1
Mizoram,42.15,1682.1,3,9.63,0.473,12.6,70.6,107.7,47.9,65.3,0.078,0.026,54.7,35.7,42.4,0
Sikkim,37.04,2780.0,3,6.94,0.657,75.8,71.9,144.6,78.7,135.8,0.03,0.004,57.0,49.9,52.4,0
Assam,24.33,609.7,1,7.74,0.744,55.6,18.4,32.7,37.5,58.7,0.06,0.008,28.0,21.4,23.7,0
Manipur,21.54,819.8,3,3.71,0.676,11.8,95.1,186.6,92.6,165.9,1.192,0.048,41.8,65.8,57.4,0
Arunachal Pradesh,33.7,2511.1,1,1.38,0.591,61.6,88.4,187.0,71.8,127.0,0.034,0.003,45.0,58.7,53.9,1
Arunachal Pradesh,38.68,3026.7,3,4.64,0.504,19.2,9.2,19.0,29.2,42.9,0.096,0.038,58.2,12.9,28.7,0
Nagaland,29.98,2144.1,1,2.61,0.664,19.4,214.3,348.8,99.0,157.9,0.723,0.001,37.5,92.7,73.4,1
Nagaland,41.68,1180.5,2,0.1,0.802,44.7,132.4,212.8,75.1,132.8,0.033,0.007,74.7,67.1,69.8,1
Assam,16.93,537.4,2,2.92,0.406,96.4,45.3,89.7,39.5,65.9,0.107,0.006,62.6,25.7,38.6,0
Manipur,29.28,822.3,3,4.74,0.778,89.2,102.2,241.9,93.9,149.6,1.376,0.018,57.0,73.3,67.6,1
Mizoram,28.02,1528.4,2,0.1,0.298,82.6,173.3,386.1,99.0,154.0,2.531,0.005,75.2,97.3,89.6,1
Meghalaya,29.99,1540.3,1,4.37,0.667,85.1,16.8,25.6,39.1,59.7,0.002,0.004,37.1,13.5,21.8,0
Arunachal Pradesh,39.07,3339.5,3,4.76,0.718,49.7,9.5,17.1,15.5,19.9,0.006,0.019,60.9,9.2,27.3,0
Sikkim,32.83,4161.7,2,0.77,0.587,37.5,58.0,114.9,58.4,73.8,0.004,0.056,72.0,37.1,49.3,1
Meghalaya,32.82,1530.5,2,2.54,0.4,88.4,4.5,8.5,40.4,54.3,0.07,0.0,74.8,15.5,36.3,0
Mizoram,33.71,1026.1,3,15.0,0.315,8.1,119.5,242.1,90.6,139.9,0.446,0.057,49.7,71.2,63.7,1
Meghalaya,41.26,1815.3,2,9.7,0.732,99.6,34.6,69.6,54.0,95.0,0.044,0.008,65.8,31.8,43.7,1
Nagaland,19.4,1689.6,3,2.38,0.789,55.3,139.9,359.1,99.0,142.2,0.072,0.004,46.8,80.2,68.5,1
Sikkim,33.24,3464.6,2,1.94,0.492,54.0,91.6,235.2,94.9,162.7,2.577,0.011,66.7,71.0,69.5,1
Meghalaya,43.86,1001.2,3,0.6,0.763,29.2,99.5,270.3,83.6,101.5,0.045,0.118,65.0,65.7,65.5,1
Arunachal Pradesh,35.39,3905.3,3,0.16,0.506,17.0,83.7,178.5,84.5,139.0,0.959,0.017,66.0,62.0,63.4,0
Sikkim,35.39,1705.3,2,1.59,0.715,68.0,70.4,125.7,72.6,91.1,0.279,0.049,71.9,44.9,54.4,0
Nagaland,27.68,1455.8,3,12.68,0.647,36.2,1.3,3.0,29.0,50.4,0.051,0.024,43.3,7.7,20.2,0
Mizoram,36.89,2082.3,2,14.33,0.752,30.2,114.9,283.7,99.0,147.5,1.327,0.019,53.5,78.7,69.9,1
Tripura,11.84,355.7,3,7.53,0.507,16.2,52.4,98.9,49.0,73.6,0.157,0.003,29.8,34.2,32.7,0
Sikkim,41.43,3985.2,3,1.94,0.549,53.5,176.1,449.7,99.0,173.4,1.899,0.011,61.7,92.7,81.8,1
Meghalaya,45.07,1443.9,2,0.7,0.653,58.8,56.2,133.4,73.5,107.6,0.011,0.015,82.4,45.2,58.2,0
Sikkim,24.71,2521.8,2,4.07,0.604,44.3,11.5,31.6,5.0,8.7,0.019,0.034,60.6,6.5,25.4,0
Meghalaya,36.97,1805.5,3,4.68,0.773,1.2,1.3,2.5,12.2,19.7,0.034,0.031,50.5,4.1,20.3,0
Manipur,13.66,347.4,1,2.49,0.711,49.2,11.9,31.9,36.2,49.6,0.044,0.043,28.8,20.4,23.3,0
Mizoram,35.24,2088.9,2,5.29,0.67,27.2,71.2,134.4,59.9,74.1,0.008,0.035,62.9,42.1,49.4,0
Manipur,22.26,245.1,2,6.18,0.663,13.9,40.9,107.0,54.6,95.1,0.046,0.039,47.4,37.5,40.9,0
Arunachal Pradesh,44.64,2036.1,1,6.88,0.597,57.8,20.2,37.5,43.0,60.0,0.031,0.0,45.5,17.3,27.2,1
Manipur,17.45,103.1,3,3.14,0.541,67.1,163.8,437.7,99.0,120.3,0.219,0.004,44.1,83.6,69.8,1
Arunachal Pradesh,34.78,2619.1,2,7.06,0.544,51.9,72.4,103.1,51.1,89.1,0.002,0.002,65.3,38.1,47.6,0
Manipur,24.86,501.7,2,0.12,0.694,61.4,27.6,54.2,45.1,68.6,0.211,0.002,65.6,25.2,39.3,0
Sikkim,34.32,3909.2,3,5.13,0.786,60.7,42.6,62.6,45.6,73.8,0.007,0.002,52.2,25.5,34.9,1
Sikkim,45.91,3165.7,2,1.21,0.307,12.4,0.6,1.1,16.0,28.3,0.088,0.012,80.7,4.4,31.1,0
Meghalaya,17.89,1141.2,2,1.42,0.765,21.6,25.3,50.3,40.7,53.7,0.072,0.011,63.1,18.4,34.0,0
Assam,21.89,661.7,3,0.43,0.8,0.9,0.7,1.9,20.7,32.6,0.09,0.011,48.5,10.6,23.8,0
Arunachal Pradesh,45.33,2827.4,3,0.96,0.559,98.2,186.1,469.0,99.0,129.1,0.191,0.005,78.5,85.4,83.0,1
Sikkim,37.05,2881.8,3,21.73,0.74,21.1,12.9,22.9,7.6,10.2,0.086,0.011,43.0,9.9,21.5,0
Manipur,28.21,482.4,1,2.42,0.679,81.5,8.2,21.1,23.0,35.1,0.013,0.003,40.3,12.8,22.5,0
Sikkim,34.65,2227.2,1,11.83,0.574,78.1,117.4,194.2,89.4,119.2,0.006,0.031,37.5,64.7,55.2,0
Arunachal Pradesh,40.36,3097.1,2,0.8,0.827,70.5,0.8,1.9,35.8,53.0,0.107,0.033,75.3,11.7,34.0,0
Meghalaya,39.26,1655.2,1,1.03,0.791,45.0,9.9,17.7,23.2,28.1,0.148,0.037,49.3,11.3,24.6,0
Sikkim,29.79,1591.4,2,3.67,0.598,58.4,12.4,34.1,6.8,10.8,0.027,0.102,68.9,9.7,30.4,0
Manipur,26.78,829.5,2,1.94,0.437,18.6,77.9,210.8,94.4,156.7,1.055,0.001,64.3,64.6,64.5,1
Nagaland,34.74,915.2,2,4.65,0.485,10.6,55.7,101.5,53.1,71.2,0.022,0.017,70.9,34.7,47.4,0
Meghalaya,27.42,1325.4,2,2.47,0.641,35.2,154.1,222.0,99.0,120.5,1.73,0.006,59.8,77.8,71.5,1
Tripura,20.22,687.8,2,7.51,0.444,82.6,53.4,123.2,61.9,76.8,0.041,0.01,57.1,36.2,43.5,0
Meghalaya,26.89,1040.0,2,2.54,0.794,56.4,12.1,19.7,28.9,45.6,0.003,0.036,63.3,12.0,29.9,0
Arunachal Pradesh,43.34,2694.5,1,3.82,0.683,76.4,8.2,12.9,29.0,52.1,0.047,0.005,53.2,12.8,26.9,0
Sikkim,36.41,3666.9,2,1.74,0.595,89.0,63.4,169.2,51.6,83.1,0.076,0.043,77.9,42.3,54.8,0
Meghalaya,29.88,2147.6,2,5.48,0.718,56.1,104.0,227.7,99.0,119.4,0.553,0.028,59.5,65.6,63.4,1
Arunachal Pradesh,43.61,3693.5,3,4.79,0.596,36.7,109.2,295.7,99.0,174.5,0.404,0.008,59.3,72.7,68.0,1
Assam,19.21,309.3,3,2.28,0.282,85.6,66.4,117.5,54.5,93.4,0.03,0.007,54.1,37.6,43.4,1
Nagaland,32.59,2147.2,3,1.45,0.593,23.0,214.5,400.1,99.0,149.8,1.59,0.007,55.4,93.3,80.0,1
Sikkim,16.58,3767.8,2,4.28,0.57,2.5,176.2,477.8,99.0,166.9,0.202,0.001,52.0,87.9,75.4,1
Mizoram,32.12,922.3,1,12.9,0.517,5.1,59.9,121.2,59.4,81.8,0.016,0.001,28.8,40.7,36.6,0
Nagaland,19.21,1289.8,1,0.64,0.274,58.2,5.6,9.6,25.7,32.7,0.045,0.004,39.6,9.3,19.9,0
Assam,12.67,376.9,3,7.22,0.665,89.2,18.0,35.6,28.1,36.3,0.009,0.027,46.7,14.6,25.8,0
Manipur,16.71,676.4,1,3.52,0.76,56.4,27.6,52.1,48.8,65.5,0.114,0.028,29.2,20.9,23.8,0
Meghalaya,28.59,2087.2,2,3.36,0.721,40.9,139.0,348.0,99.0,134.9,0.634,0.021,59.4,87.0,77.4,1
Nagaland,18.69,1022.8,1,14.68,0.846,57.7,147.8,292.0,99.0,143.8,2.339,0.018,26.1,87.8,66.2,1
Meghalaya,32.58,1962.2,1,4.19,0.802,67.1,21.2,31.9,46.1,74.3,0.066,0.002,39.0,19.1,26.1,0
Meghalaya,31.57,1207.3,3,7.99,0.55,75.8,37.3,83.9,42.3,54.1,0.042,0.002,58.9,21.4,34.5,0
Arunachal Pradesh,39.62,3124.0,2,3.25,0.507,34.7,22.6,59.7,13.1,17.3,0.161,0.019,69.7,10.4,31.2,0
Arunachal Pradesh,35.92,3201.2,2,1.29,0.586,38.7,3.4,9.1,38.6,48.9,0.008,0.026,72.6,12.7,33.7,0
Meghalaya,42.56,1803.2,1,5.34,0.573,2.4,156.9,325.6,99.0,147.5,0.053,0.003,43.1,88.4,72.6,1
Sikkim,42.56,2814.0,2,11.55,0.776,65.0,117.3,166.3,57.3,93.3,0.03,0.006,62.8,56.6,58.8,0
Arunachal Pradesh,52.06,3384.8,3,8.28,0.647,77.7,1.8,4.0,34.6,50.7,0.008,0.014,69.2,9.3,30.3,0
Nagaland,25.21,1484.5,2,0.99,0.782,51.1,33.9,69.7,32.0,52.6,0.009,0.004,67.1,16.2,34.0,0
Arunachal Pradesh,35.7,2909.2,3,1.71,0.756,37.7,56.1,152.6,77.5,119.4,0.014,0.003,58.9,48.7,52.3,1
Mizoram,28.71,1016.9,1,3.27,0.725,33.3,42.4,111.8,61.6,85.7,0.045,0.041,40.3,37.4,38.4,0
Meghalaya,22.11,1550.1,2,3.81,0.596,64.5,154.6,411.2,99.0,151.2,1.433,0.005,59.1,86.0,76.6,1
Assam,19.35,302.2,3,0.97,0.743,33.1,73.2,182.6,81.2,137.9,1.247,0.001,53.0,58.2,56.4,1
Meghalaya,18.35,875.3,3,1.18,0.313,59.9,42.9,75.1,43.7,57.0,0.041,0.047,50.5,26.4,34.8,0
Arunachal Pradesh,43.25,2420.0,1,6.4,0.467,92.7,12.3,27.1,12.4,19.1,0.177,0.001,47.7,7.4,21.5,0
Meghalaya,40.56,866.5,1,5.9,0.836,33.1,157.9,408.1,99.0,158.9,1.574,0.027,41.6,86.9,71.0,1
Manipur,19.02,937.7,2,8.22,0.743,6.8,14.5,36.1,42.9,74.7,0.022,0.043,43.9,21.2,29.1,0
Tripura,21.09,530.7,1,12.16,0.578,87.4,40.8,104.1,72.6,113.5,0.09,0.01,25.3,39.3,34.4,0
Meghalaya,40.63,2027.6,1,1.66,0.617,27.4,156.0,322.6,99.0,121.3,0.041,0.009,46.4,84.3,71.0,1
Sikkim,31.08,2500.9,2,8.83,0.768,98.9,16.2,28.7,34.1,52.6,0.168,0.004,59.8,18.3,32.8,0
Manipur,11.47,930.1,2,4.93,0.707,84.0,14.9,22.2,39.4,52.1,0.028,0.009,52.2,16.4,28.9,0
Arunachal Pradesh,21.25,3369.9,3,14.24,0.822,42.7,58.4,104.5,52.1,77.0,0.023,0.012,35.3,31.6,32.9,0
Mizoram,26.94,1122.5,1,1.43,0.668,62.8,32.0,45.6,13.0,20.0,0.029,0.003,42.3,11.9,22.5,0
Sikkim,33.08,2211.6,3,1.41,0.726,27.8,6.7,12.5,41.4,66.0,0.077,0.005,55.6,16.9,30.4,0
Arunachal Pradesh,43.89,1813.0,3,5.48,0.799,8.4,176.4,482.1,99.0,123.1,0.151,0.009,58.6,83.3,74.6,1
Sikkim,27.97,2545.9,3,11.87,0.272,52.6,49.0,86.9,34.4,58.8,0.147,0.009,49.7,32.5,38.5,0
Sikkim,25.63,1676.2,3,7.83,0.818,42.5,30.4,82.2,37.1,65.5,0.021,0.003,43.8,23.0,30.3,0
Mizoram,38.09,914.6,3,5.84,0.506,97.0,44.0,121.6,70.9,114.8,0.089,0.072,61.1,41.9,48.6,1
Assam,16.88,452.0,3,2.2,0.758,59.7,20.4,31.5,28.8,45.0,0.066,0.043,49.4,17.7,28.8,0
Sikkim,39.6,2252.2,2,5.69,0.652,74.7,94.6,239.9,70.8,111.3,0.001,0.044,70.7,56.2,61.3,1
Nagaland,37.29,1473.6,2,7.27,0.747,13.5,12.3,33.7,50.6,81.9,0.065,0.003,60.7,22.7,36.0,0
Arunachal Pradesh,59.99,2349.2,3,6.3,0.673,72.4,14.9,25.2,32.9,56.9,0.026,0.013,75.4,17.9,38.1,0
Meghalaya,34.89,2031.8,2,5.08,0.364,5.6,66.9,129.6,54.7,70.5,0.082,0.023,70.4,39.1,50.1,0
Arunachal Pradesh,32.76,4049.2,1,0.22,0.3,61.3,2.7,6.9,35.2,43.0,0.028,0.001,49.1,6.0,21.0,0
Assam,25.1,149.2,3,4.85,0.588,83.9,269.7,430.6,99.0,123.0,0.122,0.0,53.4,89.0,76.5,1
Nagaland,25.93,1683.7,2,2.93,0.322,48.3,191.9,419.2,99.0,135.3,1.074,0.004,66.6,93.1,83.8,1
Mizoram,40.54,2008.6,3,14.67,0.502,21.5,74.1,128.8,63.1,91.0,0.071,0.009,54.0,50.4,51.7,0
Nagaland,27.27,1310.7,1,4.2,0.79,44.4,133.0,328.6,99.0,146.5,0.048,0.003,37.7,81.3,66.0,1
Mizoram,24.8,1383.7,2,4.22,0.329,84.1,69.4,157.4,76.8,102.5,0.002,0.004,57.3,48.6,51.6,0
Assam,20.41,424.7,1,23.06,0.487,71.4,150.4,340.7,99.0,123.3,0.031,0.034,29.0,83.3,64.3,1
Mizoram,34.67,2046.2,3,0.44,0.628,60.5,152.8,409.9,99.0,133.6,0.774,0.032,69.6,85.9,80.2,1
Assam,14.06,920.8,1,1.46,0.658,69.4,48.8,114.3,66.8,111.1,0.006,0.03,30.6,40.1,36.8,0
Meghalaya,28.19,1944.4,3,4.8,0.758,83.4,171.4,275.3,97.4,152.4,1.423,0.006,52.6,85.7,74.1,1
Arunachal Pradesh,42.19,2246.7,1,1.7,0.742,15.2,148.0,243.3,99.0,162.8,2.414,0.005,48.5,82.8,70.8,1
Meghalaya,33.51,1899.4,1,1.91,0.454,84.2,5.2,9.3,31.9,48.4,0.106,0.044,46.3,13.1,24.7,0
Arunachal Pradesh,41.7,1729.6,1,10.04,0.788,80.7,52.8,76.7,54.9,74.3,0.201,0.04,38.9,34.2,35.9,0
Mizoram,40.69,2006.2,2,3.9,0.533,47.7,19.0,36.3,21.8,38.7,0.041,0.009,75.2,14.9,36.0,0
Meghalaya,34.24,840.1,2,0.49,0.475,40.3,51.0,98.7,43.0,73.5,0.156,0.017,73.6,32.7,47.0,0
Mizoram,42.77,950.3,1,1.68,0.543,93.3,11.6,27.8,19.9,34.8,0.036,0.025,65.9,9.0,28.9,0
Arunachal Pradesh,45.75,1629.6,2,0.36,0.783,81.9,44.5,82.8,39.0,51.9,0.102,0.054,79.1,30.2,47.3,0
Arunachal Pradesh,33.55,1789.2,1,3.66,0.632,98.9,29.3,76.1,46.9,75.9,0.005,0.001,46.3,25.0,32.5,0
Meghalaya,41.05,1867.7,3,0.86,0.639,64.2,5.9,11.4,7.3,11.1,0.106,0.017,74.1,8.8,31.7,0
Assam,21.67,245.1,1,8.76,0.592,3.2,119.3,333.9,99.0,131.6,1.835,0.05,25.9,86.4,65.2,0
Sikkim,47.45,1541.1,2,3.88,0.751,15.4,157.8,325.9,99.0,167.4,0.691,0.006,74.7,90.8,85.1,1
Meghalaya,35.19,1711.1,2,0.28,0.795,82.0,68.4,180.6,84.1,101.1,1.018,0.002,69.3,55.4,60.3,0
Mizoram,44.76,1938.5,3,1.61,0.499,63.9,53.7,91.8,40.5,52.7,0.194,0.003,74.9,36.0,49.6,0
Mizoram,24.82,2116.0,3,4.31,0.783,19.8,1.0,1.4,17.4,22.6,0.186,0.002,53.4,5.0,22.0,0
Sikkim,36.47,2972.2,3,1.84,0.589,1.2,31.6,67.0,21.9,34.0,0.051,0.002,62.8,19.8,34.9,0
Sikkim,43.42,4015.3,1,3.24,0.65,26.3,62.6,132.7,70.5,106.2,0.017,0.004,48.1,46.0,46.7,0
Arunachal Pradesh,39.44,3044.7,3,10.8,0.684,13.8,11.0,30.1,34.5,60.6,0.015,0.023,50.8,12.4,25.8,0
